item_id,filename,image_path,classification
item_0000,light-blue.jpg,fitcheck-dataset/women-kurthi/light-blue.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'light blue', 'color_secondary': ['blue'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer', 'monsoon'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0001,white.jpg,fitcheck-dataset/women-kurthi/white.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'ivory', 'color_secondary': ['beige'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'daily_wear'], 'weather': ['summer', 'winter'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'loose'}"
item_0002,purple.jpg,fitcheck-dataset/women-kurthi/purple.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'deep purple', 'color_secondary': ['purple'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0003,olive-green.jpg,fitcheck-dataset/women-kurthi/olive-green.jpg,"{'specific_type': 'kurta', 'category': 'kurta/kurti', 'color_primary': 'olive_green', 'color_secondary': ['green'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer', 'spring', 'fall'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0004,black.jpg,fitcheck-dataset/women-kurthi/black.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'black', 'color_secondary': ['white_stitching'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['daily_wear', 'casual'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'loose'}"
item_0005,navy-blue.jpg,fitcheck-dataset/women-kurthi/navy-blue.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'navy blue', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'casual'], 'weather': 'all_season', 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'loose'}"
item_0006,pink.jpg,fitcheck-dataset/women-kurthi/pink.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'light pink', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['daily_wear', 'casual'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'loose'}"
item_0007,maroon.jpg,fitcheck-dataset/men-shirts/maroon.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'deep maroon', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0008,light-blue.jpg,fitcheck-dataset/men-shirts/light-blue.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'light blue', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0009,brown.jpg,fitcheck-dataset/men-shirts/brown.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'brown', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'loose'}"
item_0010,white.jpg,fitcheck-dataset/men-shirts/white.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'white', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'fitted'}"
item_0011,green.jpg,fitcheck-dataset/men-shirts/green.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'mint_green', 'color_secondary': ['white'], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0012,mustard.jpg,fitcheck-dataset/men-shirts/mustard.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'mustard', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0013,grey.jpg,fitcheck-dataset/men-shirts/grey.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'gray', 'color_secondary': ['white'], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0014,black.jpg,fitcheck-dataset/men-shirts/black.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'black', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0015,navy-blue.jpg,fitcheck-dataset/men-shirts/navy-blue.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'navy blue', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0016,pink.jpg,fitcheck-dataset/men-shirts/pink.jpg,"{'specific_type': 'shirt', 'category': 'shirt', 'color_primary': 'pink', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'female', 'fit': 'structured'}"
item_0017,white-lehenga-skirt.jpg,fitcheck-dataset/women-bottoms/white-lehenga-skirt.jpg,"{'specific_type': 'embroidered skirt', 'category': 'skirt', 'color_primary': 'off-white', 'color_secondary': ['gold', 'beige'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'casual', 'party'], 'weather': ['summer'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0018,pink-palazzo.jpg,fitcheck-dataset/women-bottoms/pink-palazzo.jpg,"{'specific_type': 'palazzo', 'category': 'palazzo', 'color_primary': 'pink', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0019,light-blue-churidar.jpg,fitcheck-dataset/women-bottoms/light-blue-churidar.jpg,"{'specific_type': 'churidar', 'category': 'churidar', 'color_primary': 'light blue', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'female', 'fit': 'fitted'}"
item_0020,black-salwar.jpg,fitcheck-dataset/women-bottoms/black-salwar.jpg,"{'specific_type': 'harem pants', 'category': 'trousers', 'color_primary': 'black', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'daily_wear'], 'weather': 'all_season', 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'loose'}"
item_0021,navy-blue-sharara.jpg,fitcheck-dataset/women-bottoms/navy-blue-sharara.jpg,"{'specific_type': 'palazzo', 'category': 'palazzo', 'color_primary': 'deep navy', 'color_secondary': ['gold'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'casual', 'party'], 'weather': 'summer', 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0022,black-pajama.jpg,fitcheck-dataset/men-bottoms/black-pajama.jpg,"{'specific_type': 'drawstring pants', 'category': 'trousers', 'color_primary': 'black', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': 'all_season', 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'relaxed'}"
item_0023,navy-blue-churidar.jpg,fitcheck-dataset/men-bottoms/navy-blue-churidar.jpg,"{'specific_type': 'pleated trousers', 'category': 'trousers', 'color_primary': 'navy blue', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'structured'}"
item_0024,white-pajama.jpg,fitcheck-dataset/men-bottoms/white-pajama.jpg,"{'specific_type': 'white palazzo pants', 'category': 'palazzo', 'color_primary': 'white', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'loose'}"
item_0025,pink-peplum-kurti.jpg,fitcheck-dataset/women-tops/pink-peplum-kurti.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'pink', 'color_secondary': ['gold'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'party'], 'weather': 'all_season', 'formality': 'festive', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0026,purple-anarkali.jpg,fitcheck-dataset/women-tops/purple-anarkali.jpg,"{'specific_type': 'anarkali suit', 'category': 'lehenga/anarkali_suit', 'color_primary': 'deep purple', 'color_secondary': ['gold'], 'pattern': 'embroidery', 'material': 'chiffon', 'style': 'formal', 'occasions': ['wedding', 'festival', 'party'], 'weather': 'all_season', 'formality': 'festive', 'embellishments': ['embroidery', 'zari_work'], 'gender': 'female', 'fit': 'flowy'}"
item_0027,maroon-embroidered-kurt.jpg,fitcheck-dataset/women-tops/maroon-embroidered-kurt.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'deep maroon', 'color_secondary': ['gold'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'party'], 'weather': 'all_season', 'formality': 'festive', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0028,red-anarkali.jpg,fitcheck-dataset/women-tops/red-anarkali.jpg,"{'specific_type': 'anarkali gown', 'category': 'gown', 'color_primary': 'deep maroon', 'color_secondary': ['gold'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'festive', 'occasions': ['wedding', 'festival', 'party'], 'weather': 'all_season', 'formality': 'festive', 'embellishments': ['embroidery'], 'gender': 'female', 'fit': 'flowy'}"
item_0029,light-blue.jpg,fitcheck-dataset/women-jeans/light-blue.jpg,"{'specific_type': 'wide-leg jeans', 'category': 'trousers', 'color_primary': 'light blue', 'color_secondary': ['white', 'blue'], 'pattern': 'solid', 'material': 'denim', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'female', 'fit': 'flowy'}"
item_0030,dark-blue.jpg,fitcheck-dataset/women-jeans/dark-blue.jpg,"{'specific_type': 'wide-leg jeans', 'category': 'trousers', 'color_primary': 'dark blue', 'color_secondary': [], 'pattern': 'solid', 'material': 'denim', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'wide-leg'}"
item_0031,black.jpg,fitcheck-dataset/women-jeans/black.jpg,"{'specific_type': 'black jeans', 'category': 'trousers', 'color_primary': 'black', 'color_secondary': [], 'pattern': 'solid', 'material': 'denim', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'straight'}"
item_0032,light-blue.jpg,fitcheck-dataset/men-jeans/light-blue.jpg,"{'specific_type': 'straight-leg jeans', 'category': 'trousers', 'color_primary': 'light blue', 'color_secondary': ['white', 'blue'], 'pattern': 'solid', 'material': 'denim', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'straight-leg'}"
item_0033,dark-blue.jpg,fitcheck-dataset/men-jeans/dark-blue.jpg,"{'specific_type': 'jeans', 'category': 'trousers', 'color_primary': 'dark blue', 'color_secondary': ['navy blue', 'blue'], 'pattern': 'solid', 'material': 'denim', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'straight'}"
item_0034,black.jpg,fitcheck-dataset/men-jeans/black.jpg,"{'specific_type': 'black jeans', 'category': 'trousers', 'color_primary': 'black', 'color_secondary': ['gray', 'white'], 'pattern': 'solid', 'material': 'denim', 'style': 'casual', 'occasions': ['casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['plain'], 'gender': 'unisex', 'fit': 'straight'}"
item_0035,white-kurta.jpg,fitcheck-dataset/men-tops/white-kurta.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'white', 'color_secondary': ['off-white'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['wedding', 'festival', 'daily_wear'], 'weather': ['summer', 'all_season'], 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'male', 'fit': 'loose'}"
item_0036,olive-green-kurta.jpg,fitcheck-dataset/men-tops/olive-green-kurta.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'olive green', 'color_secondary': ['dark green'], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'casual', 'daily_wear'], 'weather': 'all_season', 'formality': 'casual', 'embellishments': ['embroidery'], 'gender': 'unisex', 'fit': 'loose'}"
item_0037,grey-nehru-jacket.jpg,fitcheck-dataset/men-tops/grey-nehru-jacket.jpg,"{'specific_type': 'gray nehru jacket', 'category': 'jacket', 'color_primary': 'gray', 'color_secondary': ['black'], 'pattern': 'solid', 'material': 'cotton', 'style': 'formal', 'occasions': ['office', 'formal'], 'weather': ['all_season'], 'formality': 'formal', 'embellishments': ['plain'], 'gender': 'male', 'fit': 'structured'}"
item_0038,navy-blue-kurta.jpg,fitcheck-dataset/men-tops/navy-blue-kurta.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'navy blue', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'formal', 'occasions': ['festival', 'wedding'], 'weather': 'all_season', 'formality': 'formal', 'embellishments': ['embroidery'], 'gender': 'male', 'fit': 'loose'}"
item_0039,black-sherwani.jpg,fitcheck-dataset/men-tops/black-sherwani.jpg,"{'specific_type': 'embroidered sherwani', 'category': 'kurta/kurti', 'color_primary': 'black', 'color_secondary': ['gold'], 'pattern': 'embroidery', 'material': 'silk', 'style': 'formal', 'occasions': ['wedding', 'festival', 'party'], 'weather': ['all_season'], 'formality': 'formal', 'embellishments': ['embroidery'], 'gender': 'male', 'fit': 'structured'}"
item_0040,maroon-kurta.jpg,fitcheck-dataset/men-tops/maroon-kurta.jpg,"{'specific_type': 'embroidered kurti', 'category': 'kurta/kurti', 'color_primary': 'deep maroon', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['festival', 'wedding'], 'weather': ['all_season'], 'formality': 'festive', 'embellishments': ['embroidery'], 'gender': 'male', 'fit': 'loose'}"
