item_id,filename,image_path,classification
item_0000,light-blue.jpg,fitcheck-dataset/women-kurthi/light-blue.jpg,"{'specific_type': 'light blue embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'light blue', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'daily_wear'], 'weather': ['summer'], 'formality': 'casual', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0001,white.jpg,fitcheck-dataset/women-kurthi/white.jpg,"{'specific_type': 'embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'off_white', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['daily_wear', 'casual', 'semi_formal'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0002,purple.jpg,fitcheck-dataset/women-kurthi/purple.jpg,"{'specific_type': 'embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'deep purple', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'polyester', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0003,olive-green.jpg,fitcheck-dataset/women-kurthi/olive-green.jpg,"{'specific_type': 'embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'olive_green', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['daily_wear', 'casual', 'office'], 'weather': ['all_season'], 'formality': 'casual', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0004,black.jpg,fitcheck-dataset/women-kurthi/black.jpg,"{'specific_type': 'embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'black', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0005,navy-blue.jpg,fitcheck-dataset/women-kurthi/navy-blue.jpg,"{'specific_type': 'embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'navy_blue', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0006,pink.jpg,fitcheck-dataset/women-kurthi/pink.jpg,"{'specific_type': 'embroidered women kurta', 'category': 'women_kurta', 'color_primary': 'soft pink', 'color_secondary': [], 'pattern': 'embroidery', 'material': 'cotton', 'style': 'traditional', 'occasions': ['daily_wear', 'casual', 'semi_formal'], 'weather': ['summer', 'all_season'], 'formality': 'semi_formal', 'embellishments': ['embroidery', 'thread_work'], 'gender': 'female', 'fit': 'loose'}"
item_0007,maroon.jpg,fitcheck-dataset/men-shirts/maroon.jpg,"{'specific_type': 'button-down shirt', 'category': 'shirt', 'color_primary': 'deep maroon', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['office', 'casual', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['plain'], 'gender': 'male', 'fit': 'regular'}"
item_0008,light-blue.jpg,fitcheck-dataset/men-shirts/light-blue.jpg,"{'specific_type': 'light blue button-down shirt', 'category': 'shirt', 'color_primary': 'light blue', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['office', 'daily_wear', 'formal'], 'weather': ['summer', 'all_season'], 'formality': 'formal', 'embellishments': ['plain'], 'gender': 'male', 'fit': 'regular'}"
item_0009,brown.jpg,fitcheck-dataset/men-shirts/brown.jpg,"{'specific_type': 'button-down shirt', 'category': 'shirt', 'color_primary': 'brown', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['casual', 'office', 'daily_wear'], 'weather': ['all_season'], 'formality': 'semi_formal', 'embellishments': ['plain'], 'gender': 'male', 'fit': 'regular'}"
item_0010,white.jpg,fitcheck-dataset/men-shirts/white.jpg,"{'specific_type': 'button-down shirt', 'category': 'shirt', 'color_primary': 'white', 'color_secondary': [], 'pattern': 'solid', 'material': 'cotton', 'style': 'contemporary', 'occasions': ['office', 'formal', 'daily_wear'], 'weather': ['summer', 'all_season'], 'formality': 'formal', 'embellishments': ['plain'], 'gender': 'male', 'fit': 'regular'}"
